Dates,MISC MK Equity,PBK MK Equity,HAP MK Equity,KLK MK Equity,HLBK MK Equity,PTG MK Equity,TOPG MK Equity,GENM MK Equity,DIGI MK Equity,CIMB MK Equity,SUCB MK Equity,AXIATA MK Equity,PEP MK Equity,MAXIS MK Equity,HART MK Equity,SIME MK Equity,PCHEM MK Equity,NESZ MK Equity,DLG MK Equity,MAY MK Equity,TNB MK Equity,PETD MK Equity,T MK Equity,GENT MK Equity,IOI MK Equity,HLFG MK Equity,RHBBANK MK Equity,SDPL MK Equity,IHH MK Equity,PMAH MK Equity,MRDIY MK Equity,KLCCSS MK Equity,AMM MK Equity,MAHB MK Equity,IJM MK Equity,ROTH MK Equity,YTL MK Equity,WPRTS MK Equity,ASTRO MK Equity,SAPE MK Equity,UMWH MK Equity,FGV MK Equity,IOIPG MK Equity,UEMS MK Equity,BAB MK Equity,YTLP MK Equity,MMHE MK Equity,AAGB MK Equity,GAM MK Equity
2018-05-16,-0.043203761168875025,0.6997640820352452,0.008268719191084259,0.04497506769427733,0.1774288786385514,6.397567805202131e-06,0.20788099003721294,-0.19232040986664092,-0.10924777764937736,0.05829953029918544,1.1339528625754962,-0.1085499343362276,0.40083294126811697,-0.09955071854768015,0.20232639406002273,-0.00036200855441522557,0.209530153725889,1.7610233485793414,0.6337184973775077,0.27533000586162937,0.045896045293432816,0.19117157715369842,-0.28946587014369546,-0.10225580190996879,0.1576541240869928,0.14410783507256167,0.0005553454289602724,8.613440181675208e-05,0.023006968909951048,-0.2581509587026721,,-0.08661068658381024,-0.44950836129769,-0.0011518763122152914,-0.2208108581225601,-0.6221156719975521,-0.04107321521053674,-0.014459748164578946,-0.6502157316104296,-0.07934057221382948,-0.010390153080125253,-0.19875129429682964,-0.5117958066183993,-0.5223830090798784,0.00026310121193481287,-0.6550264243014038,-0.03091170269265814,-0.002999820156784978,-0.0003090268410426735
2018-05-17,-0.04725218270426723,0.6959488272976754,0.00937195194501391,0.03616892006206107,0.16333359893042457,-1.4363345249979996e-06,0.18666927793167595,-0.18950439563215346,-0.09817131307050343,0.045235807136293715,1.1440114444047564,-0.11455788334921109,0.41271015297113334,-0.09745079904763508,0.1924715887010267,-0.001954138521783851,0.20738661989515864,1.6832811009038626,0.650797096050611,0.27349016617377686,0.043952581479544936,0.1887433053150318,-0.2943057995451143,-0.10760693918327278,0.15416110805978867,0.13869136259322673,0.0003292641605415982,0.00018719966781538912,0.022636983068597998,-0.2542419275451997,,-0.06988080010830261,-0.4669957052852775,-0.0009552647278228692,-0.22804517027535945,-0.5564477152094356,-0.06275133401003123,-0.015010878215212568,-0.6604640782876813,-0.06473407958842606,-0.0254981773763637,-0.21747132240473574,-0.5242698801122433,-0.5510813564317771,2.2174561908617328e-05,-0.6640195125799787,-0.03447739368668322,-0.00998050849161241,-0.001581462768349044
2018-05-18,-0.04584299216402311,0.6865119307063222,0.010901060363921423,0.02922918290617981,0.1525780909121083,-6.280928302134902e-06,0.16979165238420327,-0.1706463480968407,-0.09082444848262787,0.032946284548763576,1.143731758394688,-0.12515766537238904,0.4249119861271671,-0.09884065381266738,0.17948759969525355,-0.006940936104969803,0.20966569835271207,1.6084609557706135,0.6622145577461478,0.2713492383570185,0.04088386190388128,0.18887293313537126,-0.30061681215522235,-0.10684110835333964,0.1478859723839474,0.13772751642551842,0.0002561748239825256,0.000282861295449797,0.023268862336961463,-0.2545540808500718,,-0.05536601619971058,-0.48158102164155486,-0.0011661732710076585,-0.23490899745371427,-0.48154038112629194,-0.08897672861402901,-0.013291563241896235,-0.6727908658934058,-0.056933737956809,-0.05078615728756591,-0.22536873211829497,-0.5414237029061361,-0.5658638822657501,-2.570611980261158e-06,-0.6726273039947749,-0.03550634374387256,-0.024165420788076465,-0.00536883382253381
2018-05-21,-0.050149528249423515,0.6785192872883943,0.01120858209401629,0.022139894188867026,0.14200770800766743,-4.6380153357145965e-06,0.15702433082907957,-0.14819374085756945,-0.08220950657340118,0.02260494801587284,1.151023920781124,-0.1359937051966814,0.43760737788974935,-0.09666545541160317,0.16421363753503235,-0.010987600938662082,0.21523586296083347,1.5526065267331073,0.6823284283430171,0.2686079138298509,0.03855841444748319,0.19687849461251572,-0.3062136549421905,-0.10948015635599519,0.14367833967727164,0.1323503836391939,0.0002944909766145666,0.0004604135947610543,0.023089857149445232,-0.26207703028628987,,-0.04505071689440269,-0.49032144396923416,-0.0013688352510594992,-0.2395191103099113,-0.41680055816004397,-0.11832171076577334,-0.010631693117357946,-0.6802873118655453,-0.048162589290108006,-0.08495064559212943,-0.2232112271065084,-0.5403753137620151,-0.5726472621666541,-0.0001179757429774973,-0.6775209081104543,-0.03654828595600587,-0.047932354719736524,-0.011976251559016592
2018-05-22,-0.05288984353886263,0.6769203297956657,0.012474284114601898,0.015405432786831352,0.12858353957849675,-2.3184736330009867e-06,0.1501819232966919,-0.13743429998202927,-0.07586863444872192,0.012046707998540232,1.1691008152433138,-0.14553053701111604,0.45043400483382223,-0.09241549129157493,0.15563398760402877,-0.009685835861215757,0.23072973599966132,1.4967637824264204,0.7087721852477699,0.2678271563997503,0.03341164585003993,0.19765992480471817,-0.3159561446038968,-0.10718757746325946,0.14146537963906122,0.12223370011018263,0.0003022099884981865,0.0006024521037384541,0.02459782052094813,-0.270829203534841,,-0.039196171722977055,-0.4970231413989138,-0.0016429054521008124,-0.2504060221683782,-0.3519417970675186,-0.14908991109360334,-0.009500978660437285,-0.6887514812275453,-0.03892014090859582,-0.1026735472431795,-0.21781902200989417,-0.5411663873441661,-0.5773902106073673,-0.0007462497059715832,-0.6826057722371963,-0.03697617687543368,-0.07647826664468013,-0.02074318221701222
2018-05-23,-0.05541624130267344,0.678984999871534,0.013813083004228701,0.013478856720070629,0.11715853535968375,-1.3271056614931446e-06,0.14711654013071446,-0.12547608176337569,-0.07177532436710787,0.006025991062278534,1.1781262771989127,-0.14800385978565112,0.4627270645700656,-0.08863416634111382,0.14810768740110639,-0.006685777871121315,0.23945922178505655,1.4468479162789538,0.7569965452433021,0.2674080608900324,0.02554142945914793,0.18896679913201753,-0.3201246905006631,-0.10351790442347698,0.13755282731250817,0.11557223311081478,0.0003442709097440676,0.0012048938469277765,0.0270669017044279,-0.27346590994452885,,-0.0334742151116389,-0.502442258010491,-0.0016057671260288728,-0.26168085811983743,-0.2827804771076952,-0.1780763193503162,-0.009558265407297583,-0.6945994422953043,-0.0288341822176456,-0.11024509696832677,-0.2147454968476247,-0.5379634091709108,-0.5803883783186119,-0.0007254723951146968,-0.6863260683793814,-0.03573769459643892,-0.10753454403055189,-0.03041642424647319
2018-05-24,-0.05891330172595665,0.676211692807371,0.01423261061101407,0.01027687910507669,0.11505865786910977,3.266997185181172e-08,0.14290859835242511,-0.11226189984045552,-0.07177453359331899,0.0015097525287189545,1.1697839197846545,-0.1458616611114671,0.47646087363822404,-0.08623253158145881,0.1393296039549346,-0.0056290019449173985,0.24285316374278754,1.3993014341871184,0.7937227511015522,0.26203520604527925,0.016184457499552586,0.1899140576661691,-0.32068477713382654,-0.10395171829532372,0.13337066751927087,0.10923948454927825,0.00025659888042051365,0.0014994956691497992,0.029413911352931255,-0.2762169656064787,,-0.027442173460325587,-0.5069912109201186,-0.0012791858692646492,-0.2745815644019084,-0.22205875428604546,-0.2035604187226751,-0.009602004727384393,-0.6985601754279633,-0.01734102150833452,-0.1086681002724302,-0.2091642442116685,-0.5369682864531515,-0.5818787679635845,-0.00042021595942624715,-0.689514251824263,-0.032717354867497585,-0.14353674114183707,-0.041520902094635964
2018-05-25,-0.06257156567594357,0.6683335672688145,0.014978024167619976,0.0078034967178589884,0.10908225190135289,2.895945872301313e-05,0.1338967861391148,-0.10719950951792356,-0.07113834736078863,7.138245577292158e-05,1.2196004871718702,-0.1475411633614052,0.490925631943323,-0.08229028376547697,0.1282246916675381,-0.006112351606412051,0.23504024533952309,1.3309024310583244,0.8297093461745189,0.24645241264577175,0.011546919916805743,0.18657435653263443,-0.3264809968453772,-0.10677811669844578,0.13001304634466565,0.10240467010655917,0.000126564114325386,0.002206708885584089,0.030233215689653915,-0.27885118600498887,,-0.020019148896405502,-0.5156905758668323,-0.0015545846821157362,-0.28688746039641166,-0.17965055579097644,-0.2287205477678055,-0.010172629445238068,-0.7035802053359105,-0.009944890399402632,-0.106604170385335,-0.21558660873745714,-0.5369254321665552,-0.5851683963290955,-0.0007924279245039536,-0.6930456495756484,-0.030257903051683778,-0.17528577294140954,-0.053795780382793534
2018-05-28,-0.06895046175450505,0.6603422613083625,0.01661825689433541,0.006430243533303541,0.10032347753938328,0.00028719666469896897,0.12934497003257772,-0.09534437878336807,-0.0744180989667388,-1.9153123783699587e-05,1.2683093731805317,-0.15738349614635827,0.4950254233994192,-0.07902197517217951,0.120212842559274,-0.005861889227986031,0.22411086946356268,1.2681981495254342,0.8837442679655352,0.22349849253276788,0.007096843529114754,0.17161256027116087,-0.33918435303926925,-0.10632985742302765,0.12768049368745307,0.097460177411273,5.1297833542564046e-05,0.0028737417885752216,0.030077017622426566,-0.2829297559612009,,-0.014851292054386607,-0.5195800854449317,-0.0024365180452804026,-0.299075700610319,-0.1452741000764845,-0.2518447612974136,-0.011338269283642377,-0.7087876039830705,-0.005888548341236684,-0.1091136144903371,-0.21698024095067273,-0.5288471653092004,-0.5870071752729141,-0.0009075642762018515,-0.6982330935150167,-0.029677482885689832,-0.20842724773232563,-0.06559492267184008
2018-05-30,-0.07441287411773531,0.6490154880103763,0.018455993052975798,0.005217781740983735,0.09232046351265316,0.00042399594590584463,0.11862043914943356,-0.08893445014875728,-0.08683792749740064,-0.0006781018652511227,1.2993595844087338,-0.16570861876912707,0.5005830100394916,-0.07535060968110614,0.11050642545471914,-0.007183202975995971,0.21639450439832617,1.2021698001646264,0.9207227813346581,0.17688303960768387,0.0026551591109868393,0.14994847363820699,-0.34966485702454275,-0.10557256613810921,0.1221010026961193,0.09034576494690358,1.3046536478551589e-05,0.002534685016637629,0.023479601937340434,-0.28891959593777217,,-0.013947180906061339,-0.5203867483998826,-0.002748039782600307,-0.3126513633619408,-0.11789397017008055,-0.275674864927029,-0.012460764025721589,-0.7152017476697573,-0.0037598158817075326,-0.10350724639429476,-0.22077596900264945,-0.5213201356013009,-0.5933629830051589,-0.0014619323557459396,-0.7055974190289058,-0.031190675262967774,-0.23922393345272897,-0.07887247150838089
2018-05-31,-0.08098928086069115,0.6293328946692023,0.018912028770856217,0.004417121531388226,0.08308237655380557,0.0009973627356090723,0.11987726112992826,-0.08672403071097211,-0.10054276514060773,-0.002957459245143701,1.3407918106124366,-0.1780840960948305,0.5087650844261074,-0.07617409499777855,0.10738177634720164,-0.011050781664411322,0.19565082095018715,1.1288347003267605,0.9495705187412732,0.1218963087347305,0.0003145634294326103,0.14490032705304517,-0.3618349494980311,-0.10634654085570937,0.10928706128014816,0.0808376676361476,6.024825045463821e-07,0.00283225647949641,0.019062189115827556,-0.2925679457293458,,-0.010768004738387462,-0.5195871132539518,-0.0025406818782571735,-0.32622093541739633,-0.09414540502447384,-0.2969690375000757,-0.013315970614268728,-0.7206337820106278,-0.0019248708496649042,-0.09602383972523525,-0.21891732858598423,-0.5116458032678697,-0.5964785344995865,-0.003016423624789876,-0.7096154685644777,-0.03220314201510956,-0.2721179739765174,-0.0919913823687216
2018-06-01,-0.09065550607244842,0.5991863433683218,0.021390012253506428,0.002709569477958577,0.07825409124822993,0.001903487078968867,0.11594874809309176,-0.08337433225132851,-0.10607562109559618,-0.007710367482910135,1.343591609799232,-0.1925186841628586,0.5115515350452445,-0.07394934519548571,0.10278893840183223,-0.015613486683799985,0.18771501190809692,1.0658346880783067,0.9620334417767823,0.08097599910503485,1.2001134658051398e-05,0.13181285062645168,-0.3775869399984463,-0.10237934785842745,0.10516859549772005,0.06831421768194153,2.6887195474758857e-10,0.00245085255343608,0.01598498558120928,-0.287716090058542,,-0.007636494256263436,-0.5175904989401892,-0.0034156515200806457,-0.34487058040100793,-0.07104429449238617,-0.31743958204740164,-0.016116869590833905,-0.7257503296314566,-0.0012752186164712116,-0.0881341491447214,-0.21788046675410586,-0.5051103051959589,-0.5993969451320742,-0.004978825624006168,-0.7124053820869174,-0.03351806642226744,-0.3004764122123527,-0.11004509754131424
2018-06-04,-0.09333247324953196,0.5753718792367714,0.02288349171992325,0.0014660513094171242,0.07145090101637487,0.0026355287232811384,0.11295661237234594,-0.08028924927245931,-0.10990068981019474,-0.014186015361060752,1.3711476029310645,-0.20819194132751395,0.5186046067025938,-0.06761183879186375,0.09542905185187436,-0.02126265041116972,0.1836686813517441,1.0130831150317399,0.9767105106127618,0.06290120483774525,-2.317100467051562e-06,0.11521025102883953,-0.3942979621720744,-0.09575948840038563,0.09013385338230147,0.054610103521946465,1.5218609223626502e-07,0.0008168850823447943,0.01426656049290705,-0.2845118220576027,,-0.005044310999070145,-0.5131369755480147,-0.003758855343436995,-0.36060290205926077,-0.05072260265422761,-0.3365154613520442,-0.018935047849404626,-0.7324851204143563,-0.0008094567091501714,-0.07976482990976855,-0.22205443642652758,-0.4923620411288051,-0.6057358801187265,-0.008287036876706292,-0.714848413063233,-0.03678179035043608,-0.33382374768674394,-0.12933390550426133
2018-06-05,-0.0972730752543475,0.5488380771980221,0.024314415759719075,0.0007367256722017162,0.06776519804827659,0.002705237670998341,0.1143399618727462,-0.07208926454207877,-0.11321189790708201,-0.022370665262781732,1.4376408508016658,-0.22277115994362853,0.5183129037729461,-0.06113240965286798,0.09682022683273772,-0.02630505158995404,0.1782540594715315,0.9523023845008921,0.9926671161996616,0.0488823776173876,-0.0001433883257040713,0.103824831663388,-0.40970466864430344,-0.0886372241164233,0.08104041578581805,0.04413965282928218,1.4605601116818785e-05,0.0003952455634075793,0.014177943672539531,-0.28502595704001205,,-0.0033867891244169605,-0.497854300280816,-0.002771995858613518,-0.37605351726901226,-0.03258020271232163,-0.35534483611216205,-0.019852200255015186,-0.7391493059266562,-0.00045806819915979695,-0.06840075391671505,-0.22736465493562835,-0.4807041654058361,-0.6103439650287785,-0.013052467631892184,-0.7142602355918791,-0.04420623058027346,-0.3650722991483985,-0.148736036607534
2018-06-06,-0.102639789094901,0.522306230174039,0.02689825494444786,0.0003341988676064785,0.063469657092406,0.0022753520411218377,0.11843838365269951,-0.06844601354996754,-0.11928042600199633,-0.03285965797111576,1.4956183675715253,-0.23668938254890226,0.5229265849054524,-0.05537135930571987,0.09717712728802677,-0.031540053125053855,0.17468081079111034,0.8946100634044675,1.0069817179344518,0.03392602087712421,-0.0008069856575580942,0.08721734610310092,-0.42598620035216916,-0.07984590111258306,0.06964517294265284,0.03799602496403787,9.616251141619598e-05,0.0002707775919509249,0.012782860512283483,-0.2828654349736034,,-0.002459957835636105,-0.4860096529421323,-0.0022466894967951402,-0.39270228054361883,-0.01914500343898271,-0.3720715154462613,-0.018327117748528306,-0.7409091187919407,-0.00034434571920172126,-0.050614390416635,-0.2329931702693792,-0.46605430269106735,-0.6154935244551345,-0.0212049820788632,-0.7125911834881764,-0.05483899478384114,-0.396581237585016,-0.16802716931898604
2018-06-07,-0.10578209253884059,0.511019908199323,0.03157589938149443,0.00010307368758453452,0.06107936562548318,0.00403128571532474,0.12110829174822915,-0.05725339069440402,-0.11709876142350648,-0.04331469884608065,1.557747226587081,-0.2461215538556304,0.5269128372653471,-0.050660018347073364,0.09711391336628863,-0.03314098897305011,0.1718390436146682,0.8321930249829753,1.0350785611285758,0.022548389900346383,-0.001733497182707405,0.07811948603194863,-0.44108004755533414,-0.07063256735697064,0.06516105643345214,0.03770813048005457,0.000541716423702413,6.675789747231718e-05,0.011235021263178305,-0.28126426402308585,,-0.0015798420943621645,-0.47273937900333174,-0.0018723311448318584,-0.406860421320617,-0.009162599383636165,-0.384819072249634,-0.016851637737358507,-0.7353674682324217,-3.914680615285181e-05,-0.03874401482213788,-0.2360075614134393,-0.446051426552887,-0.6200463318965045,-0.02908722804324606,-0.7020504505236068,-0.05701811515151586,-0.42178098009038845,-0.1869442178515778
2018-06-08,-0.10769332756555042,0.4973696707748947,0.037003195293289756,7.296656413657081e-06,0.05771183101704436,0.005165942631878836,0.12651901253955442,-0.049276016862949495,-0.11328428272033085,-0.05199989199069011,1.6336880253368466,-0.2562190185932908,0.5274774917548141,-0.046376443849645836,0.09995087147009232,-0.0327102203193543,0.16792542342361344,0.773454685717191,1.062118360155196,0.016596139210576667,-0.002927149091267469,0.06950981369754054,-0.45657774074618784,-0.060002404761057365,0.059023003182007226,0.036450404522300896,0.002089797966610659,1.7243174036845312e-06,0.010462306709573009,-0.28076204794689574,,-0.0008280692133110215,-0.4536725062960893,-0.0012857995572670754,-0.419183220870496,-0.0036943259873746387,-0.3963213620631928,-0.015272039800136741,-0.733520853492791,-2.8516645370741476e-11,-0.028754839444336374,-0.2391423709406641,-0.4225404826431865,-0.623391619939693,-0.03751476297403545,-0.6911867160338075,-0.05965444647115427,-0.43834211355309366,-0.20405983300608319
2018-06-11,-0.11076748581239973,0.4742693356201779,0.04262089551733255,-7.53798369442977e-08,0.054454437448324934,0.006162397844013291,0.15201019266139257,-0.0416000266006712,-0.10633529673500586,-0.0633866633657032,1.72416718142034,-0.2676002803729467,0.5245852526899605,-0.0427728990303918,0.10702790786765934,-0.03268240324130252,0.16032250719379057,0.7119902322229551,1.0875034799019663,0.011188096046197414,-0.004209056041920925,0.06546326706045483,-0.4722585573784543,-0.04963471178668145,0.053073951307683644,0.03736061125102738,0.004495450942141307,-1.2388974397695847e-05,0.008803571788755129,-0.2795727147817963,,-0.00040094283073420956,-0.43661836649032876,-0.0005610628846958247,-0.42797478988358423,-0.0008632054116560358,-0.40798035958128426,-0.013295541600400638,-0.7303680478007021,3.967482213754899e-05,-0.02026951358883372,-0.23926258167685238,-0.3914702318657453,-0.6259992905823124,-0.042792385500260224,-0.6787521693994987,-0.06217196230204771,-0.45460138305155245,-0.22030299017365795
2018-06-12,-0.11620784800037959,0.44948217238810534,0.04852600539834764,-1.1405473358016131e-05,0.04930573823519005,0.0063281346303209855,0.17980147699847124,-0.032983904641556476,-0.10376459254720902,-0.07612400899058457,1.8051320454242048,-0.2723828658877078,0.525305381963182,-0.03940477536797704,0.11365082084246506,-0.03059952606978835,0.15343282654276158,0.6518096042956504,1.1154252222127743,0.0066233961058038615,-0.0058667573600810945,0.061706322258835086,-0.4873022893489491,-0.04243494527393732,0.04687937199981618,0.03352804665320557,0.008088038096562748,-1.7903805652204585e-05,0.00800473824996108,-0.27798192410469913,,-0.00016663263891955255,-0.41319118808547844,-0.00016146514613106012,-0.437091528288003,-4.300886213442558e-05,-0.4201227380505788,-0.012411538971581308,-0.7257168269686601,0.00035901415985510626,-0.01448839506940185,-0.23982854647969554,-0.3606790466200978,-0.6266633452529107,-0.04756741897764362,-0.667943817629269,-0.06447537121704217,-0.46968261190664246,-0.23951784083261
2018-06-13,-0.12066029146336003,0.4262607745618883,0.056804372777515405,-7.879279593624106e-05,0.044432469196572684,0.005868095881604381,0.19636741000339958,-0.0251044463540982,-0.09855255948497747,-0.08906039180110237,1.8862622831416802,-0.27630774545084824,0.5220999462675991,-0.03479441957912779,0.11809463482478923,-0.029751813612905288,0.1413254467404772,0.5922885057544912,1.1345323982737838,0.0033214761568454098,-0.008324496671592088,0.05729774852343428,-0.5020912192116938,-0.03859856284552676,0.0394085819294752,0.029906444241907148,0.01407594861280173,-0.00012029999648565751,0.008265862816324803,-0.2740352679500458,,-5.183298933261124e-05,-0.39074214904085863,-8.617226472883061e-05,-0.444947931281459,3.437422508019747e-05,-0.42917642919208704,-0.012065469937429586,-0.7270464631675194,0.0013933393116128694,-0.011605416981769152,-0.24053850417191933,-0.33029801523184005,-0.6283140182035543,-0.05263826542748257,-0.6539655558508461,-0.06784194969286855,-0.4807107424110404,-0.2548347963237869
2018-06-14,-0.12617240832423796,0.3981209987197826,0.06329970630962636,-0.0002553429213179007,0.04278300180124493,0.00757145528549367,0.2145227910509379,-0.01851978075918058,-0.09484956765546705,-0.1012770289085509,1.9953312069422098,-0.2815717752452708,0.5165191227561797,-0.031812935814109364,0.1285405802928722,-0.02666409105107862,0.13206203602890867,0.5383142077908168,1.155740062105246,0.0013385801748414324,-0.011519644895100881,0.04855451010050454,-0.5169469090064351,-0.03334274099791813,0.03238035680632046,0.027750707802487784,0.024172958157900798,-0.00029631757477649456,0.007201541697329499,-0.27102144992319727,,-6.774307348364045e-06,-0.3726147870844278,-3.011430758708308e-05,-0.45146653576261,0.0010560622663377231,-0.43459039321841836,-0.012551418971083505,-0.726809494678483,0.0033144621805066303,-0.0073547523609260625,-0.24146437510040014,-0.3045235438121853,-0.631747577163951,-0.05751207324335742,-0.6308730034255684,-0.07038345398300468,-0.4878767010608505,-0.271109024704933
2018-06-18,-0.13189232779239699,0.37277322774720784,0.07120122241465256,-0.0007052463983996674,0.04059654481122078,0.007157333627144586,0.2402573322775658,-0.013712519132913912,-0.09330658104713997,-0.11406670477572642,2.0932037629820477,-0.2856430755339971,0.5111499889909817,-0.028947444052900773,0.12788873957943853,-0.02355563287441456,0.12161740694233346,0.4988711823596346,1.1651018963073099,0.00040425939267726665,-0.01397595283574717,0.04106583607457584,-0.5281496335895282,-0.030717008519591252,0.024693276813579385,0.02517254049388386,0.03822296834048737,-0.0006960283512064449,0.00597149856846987,-0.26740516795219443,,-1.1148688486860213e-07,-0.3547895144377221,-2.5174259250410117e-05,-0.4585274705047457,0.004331800214549565,-0.4406931764174441,-0.01571888564077969,-0.7247441211244812,0.0058087701159587795,-0.004595287523303624,-0.2420264722241626,-0.285616292759574,-0.6330488692357047,-0.06540406777162204,-0.6047525971756492,-0.07864605972546228,-0.49799667148430365,-0.2890625883483428
2018-06-19,-0.13707037810543046,0.356408026899382,0.08302169904632074,-0.002051521623876619,0.037858973491980044,0.0061330546741029815,0.2539157291992816,-0.010636135195482104,-0.09105643629619774,-0.12506531008078914,2.165951551481498,-0.293145111630931,0.4935974073188862,-0.027474457041340803,0.13112959334431973,-0.020439199585945724,0.11641723494262061,0.4622409801673839,1.149652418499679,7.785283924830566e-05,-0.01822406183731733,0.03622614708282828,-0.5383114896239055,-0.0270661663318217,0.020091357512613543,0.02324971223909373,0.055428935365433744,-0.0002423813774944336,0.004249594208630399,-0.26491652613508,,2.0527419699473298e-07,-0.3371894631627355,-2.932504211825957e-10,-0.46541641687685836,0.011655937452937012,-0.4443566839680477,-0.01687523263896148,-0.7233362212491554,0.009099461996377994,-0.0027573176876858558,-0.241373459318072,-0.2689989665345843,-0.6376959245627172,-0.0751343323877898,-0.5751368534957433,-0.08986691304144882,-0.5018145197960636,-0.30658014340118855
2018-06-20,-0.1410856688414632,0.3228882859376364,0.0907785454450531,-0.004469957373119463,0.02987892795974018,0.005795442821747129,0.2726856363970272,-0.00963182028589094,-0.09016911353156815,-0.13978269240687183,2.20362006932551,-0.3044422325800373,0.4664595002760085,-0.024799122720050682,0.11971803421190558,-0.01950758030080335,0.1114480139821261,0.43065508821005616,1.1263551064708979,-2.876663945264377e-07,-0.02451324553720707,0.02950228542979097,-0.5483723405688512,-0.02511763545481655,0.014502540494423486,0.022221698930271337,0.06938894712856866,-0.00031128994167140006,0.0030612192237225305,-0.267057161359442,,1.2841852169346105e-06,-0.32059213711152074,1.1146858275780197e-05,-0.4756120992519163,0.02453537979696003,-0.4452078495879881,-0.022381462329700737,-0.7210976255566169,0.010852374210586688,-0.0015182542202989238,-0.24657048985558652,-0.25451755305516893,-0.6435390857768896,-0.0860233591675025,-0.5376765008928148,-0.10604679128467231,-0.5111196902422126,-0.32715011828279833
2018-06-21,-0.15108040997667704,0.2710578459268212,0.09957965634298234,-0.010326578818268197,0.022699131784594685,0.003976795784083957,0.27560923847393326,-0.009000798115286871,-0.09174308953265833,-0.15975999787654513,2.214045502188175,-0.3183301090559984,0.4392876780599429,-0.02747795243415677,0.10307128933866173,-0.01998431636072828,0.10115623697674196,0.3922354208618793,1.0841553188289983,-0.00021621765387232488,-0.03195184441355417,0.023414605920545725,-0.5607875119439316,-0.021987883165106085,0.008587759282963469,0.017606360452866964,0.0723791872172802,-0.0006643551083010542,0.0010533166742195633,-0.2696982450220066,,3.876249880953485e-06,-0.30838938231794594,4.121598818039651e-05,-0.4887197259978833,0.04431710474713304,-0.44240051345635617,-0.03321060560564316,-0.7124559005769477,0.012782441202155406,-0.001000142247485236,-0.26437467349664845,-0.24181906377308124,-0.6510853132167836,-0.1018512735903873,-0.4938418337135062,-0.131375064574438,-0.5278922222703469,-0.35237366795169117
2018-06-22,-0.1592004279656935,0.220332884899887,0.09483921019824178,-0.015332676970415012,0.01068184157099384,0.0017712145586236668,0.27659560096892766,-0.008359898628197823,-0.09642906133821877,-0.1797495335431225,2.2392669844295,-0.3346202221761712,0.42782950117592805,-0.030811201967625632,0.08199348775359518,-0.020794606172842168,0.09232740029206912,0.3538163041491188,1.0337299298349252,-0.0012647599453612648,-0.04070852868032459,0.01741119786044798,-0.573401859266277,-0.020879554876218117,0.004962353882519768,0.010086545654466348,0.0754939232591125,-0.0013894449347942352,0.00021050425026442675,-0.27239093383239443,,1.9875585190884366e-05,-0.2998911132516211,7.285321014713318e-05,-0.5028419459307774,0.06934808337438515,-0.4481546520711388,-0.04710055877326447,-0.7102361890723452,0.01750632051991272,-0.0005959595054785576,-0.2753172763018101,-0.23025028947497683,-0.6575359634922876,-0.1176712435835054,-0.46215299520413733,-0.1550892701780197,-0.536952596042261,-0.37776466871598713
2018-06-25,-0.16805961905096753,0.186928098581916,0.09020271301303609,-0.020438099552833187,0.006521417937208312,0.0017476991784813592,0.28515387528296565,-0.007774589684149607,-0.09593583861906528,-0.1963013393352142,2.248217649849584,-0.3513035954457591,0.41467178732292903,-0.02989828829337667,0.06731304260260479,-0.021083727356440093,0.08630603985605619,0.3202239110746664,1.0026339716726107,-0.0032286402294502063,-0.04803805706480756,0.012844194202908115,-0.5872471894618815,-0.02111551321647835,0.0022865433277798088,0.005561943115009772,0.08138842951081786,-0.00237386508306771,4.9096558953266836e-05,-0.27214378960698804,,5.3886006167436115e-05,-0.2934744602580748,0.00041486655590346845,-0.5185564968758932,0.0998951225175974,-0.44627682103722704,-0.06866524680338115,-0.7025091015741085,0.02297796163984553,-0.00016920183144132858,-0.28352895714364396,-0.21497324495124637,-0.6643902109477019,-0.13540961247355,-0.42407684769070814,-0.16380526314204577,-0.544749267812768,-0.40171768914339767
2018-06-26,-0.17564178569941435,0.14956757544304913,0.08217612778903614,-0.027469924248408197,0.0022581588571572234,0.0008642507567036287,0.28857821983109855,-0.009351995677257556,-0.1024328045246336,-0.2207497359845295,2.2478618063388334,-0.3703374363141189,0.3957536699348792,-0.030308971905748567,0.051847899417423224,-0.02497069153978186,0.07767827433512277,0.28577397294122714,0.9522159467624618,-0.007812528145198531,-0.0585806023988244,0.008282807477859882,-0.6015869023084891,-0.025317129796579668,0.0008241127935699594,0.002946419854014476,0.077523026734497,-0.004195900807456204,1.4664157945784817e-06,-0.2733040873752652,,0.00010223115805442407,-0.28924760022703083,0.0005371339523380315,-0.532905425824265,0.13472745854643034,-0.4507312406431547,-0.07827023267420828,-0.6983895217054378,0.02791910863312454,-7.237728576858522e-05,-0.300530818592489,-0.20169107295930233,-0.6736114446961645,-0.15706226491908415,-0.3896267250981256,-0.17743792237002548,-0.5639351912346481,-0.4283411665722135
